time,open,high,low,close,volume
2025-12-23 17:45:00,4478.355,4478.765,4469.505,4472.545,4846
2025-12-23 18:00:00,4472.805,4481.055,4472.775,4477.345,4040
2025-12-23 18:15:00,4477.375,4479.098,4473.915,4477.498,3947
2025-12-23 18:30:00,4478.095,4478.198,4472.555,4476.205,2998
2025-12-23 18:45:00,4476.305,4484.815,4476.305,4484.305,2936
2025-12-23 19:00:00,4484.345,4496.105,4484.059,4493.475,4716
2025-12-23 19:15:00,4493.495,4493.495,4487.125,4489.825,2691
2025-12-23 19:30:00,4489.905,4493.698,4487.775,4492.698,3815
2025-12-23 19:45:00,4492.585,4492.698,4488.848,4490.618,3389
2025-12-23 20:00:00,4490.618,4493.898,4489.215,4493.275,3726
2025-12-23 20:15:00,4493.285,4494.298,4491.185,4491.785,3308
2025-12-23 20:30:00,4491.785,4493.055,4489.065,4492.135,4505
2025-12-23 20:45:00,4492.159,4499.669,4491.655,4497.448,4585
2025-12-23 21:00:00,4497.448,4498.499,4490.155,4490.998,2908
2025-12-23 21:15:00,4491.098,4491.599,4489.648,4489.848,1677
2025-12-23 21:30:00,4489.848,4491.118,4488.058,4488.959,2998
2025-12-23 21:45:00,4488.969,4489.559,4483.215,4483.935,2097
2025-12-23 23:00:00,4486.298,4495.275,4481.298,4494.975,1355
2025-12-23 23:15:00,4494.995,4497.755,4490.565,4491.895,2068
2025-12-23 23:30:00,4492.075,4508.545,4491.985,4505.175,3139
2025-12-23 23:45:00,4504.975,4510.175,4499.365,4503.125,2720
2025-12-24 00:00:00,4503.095,4512.435,4500.495,4507.595,2794
2025-12-24 00:15:00,4507.675,4513.795,4507.635,4513.635,2763
2025-12-24 00:30:00,4513.605,4517.685,4512.655,4517.498,3177
2025-12-24 00:45:00,4517.605,4518.035,4507.895,4511.748,4261
2025-12-24 01:00:00,4511.748,4519.795,4506.675,4511.685,7898
2025-12-24 01:15:00,4511.705,4525.765,4511.705,4521.305,6319
2025-12-24 01:30:00,4521.349,4523.295,4518.065,4519.915,5567
2025-12-24 01:45:00,4519.949,4523.185,4518.205,4518.635,5425
2025-12-24 02:00:00,4518.635,4519.035,4504.505,4511.205,6357
